OBJECTID,Parcel,vacant_land_flag,excise_nbr,gross_sale_price,document_date,GlobalID,prop_use_code,ShapeSTArea,ShapeSTLength
141,26241.2102,N,202000341,385000,2020/01/08 08:00:00+00,{E8011592-4465-4D86-8388-C7E60CCBC138},11,7521.06745878812,384.22644258954
142,34043.2701,N,202000316,320000,2020/01/08 08:00:00+00,{EF64C4D2-41CC-473C-9277-79E0324152F0},11,15683.829791637,493.864264811059
143,35241.0314,N,202000290,140000,2020/01/03 08:00:00+00,{F0631F5C-3ECA-43AA-B459-5CBA9737E1CF},11,7620.31580193166,374.01908565684
144,36312.2911,N,202000264,177000,2020/01/07 08:00:00+00,{F503D14C-B413-420F-AF76-5B95D97689C3},11,7798.72277905102,373.522470901883
145,37223.1007,N,202000313,679000,2020/01/06 08:00:00+00,{FB273459-FC9C-4C88-B3CF-C5D7E23FF2F0},11,45275.1652655561,887.305006910641
146,45182.9011,N,202000291,145000,2020/01/03 08:00:00+00,{FD4DB2CE-9D97-4AEE-83D8-40B339D17852},11,11398.4327856878,445.000334012963
147,55151.0101,N,202000371,300000,2020/01/02 08:00:00+00,{07C1D406-5876-4D3F-B270-C9643B88392A},12,13594.6670369049,460.420815377236
148,55074.3901,N,202000376,250000,2020/01/03 08:00:00+00,{10A51F64-581B-44D4-82A2-C38F415CDD1D},11,8007.71404000516,350.853543594471
149,55114.4802,Y,202000355,411441,2020/01/03 08:00:00+00,{1A44CDD2-7CB5-49D0-8020-638994B2A4ED},11,5676.05844465728,327.048782729809
150,37254.9052,N,202000428,385000,2020/01/09 08:00:00+00,{23F58253-07C7-47CD-BC18-55DAC9645E0C},11,303870.065391669,3767.82543146361
151,55143.1103,N,202000416,550000,2020/01/08 08:00:00+00,{31640123-0BC0-42CF-8907-5E3307AE73FB},11,11714.1093249637,437.601149677239
152,26224.0818,N,202000422,376110,2020/01/09 08:00:00+00,{3BF1DDDC-3CAF-486B-A753-B93534E9F8F5},11,5405.4122900288,331.4406204489
153,55204.2205,Y,202000406,70000,2020/01/08 08:00:00+00,{4161295F-3F69-443F-8555-D5D74D8A2301},91,10083.9191795744,437.873273570294
154,36184.2802,N,202000393,225000,2020/01/10 08:00:00+00,{46E83E66-9A6D-4DBE-B1FB-7793B396AC09},77,15006.2702785157,524.883592961575
155,26364.2610,N,202000363,199900,2020/01/09 08:00:00+00,{4730EF62-8D2E-4656-9BA8-C22164965915},11,6352.10943206822,354.033339353145
156,55114.1002,N,202000415,588000,2020/01/09 08:00:00+00,{48DB2135-F5C5-4033-AD5B-D6C8879B10DD},11,13406.3178539079,516.954051478266
157,26253.0101,N,202000377,315000,2020/01/08 08:00:00+00,{4DB14EDE-BF42-40E8-BE0B-BD862D131B48},11,13149.5259139164,481.086607913849
158,15173.9009,Y,202000359,700000,2020/01/08 08:00:00+00,{4EBCBD78-9C0B-453E-AA4F-F87CE98F0187},88,1762381.9555923,5310.23857471816
159,25203.3107,Y,202000414,251956,2020/01/10 08:00:00+00,{50172592-4866-49EF-9866-49AA825A988A},11,5964.07564822762,312.778768728394
160,28022.1803,N,202000391,163000,2020/01/09 08:00:00+00,{5091F602-3864-4F8A-87B9-BFB03B5AFD40},18,9848.13445127851,413.202724156096
161,37194.0304,N,202000382,300900,2020/01/09 08:00:00+00,{55D4646A-349A-40F9-9DB3-C4D774CC54CB},11,8950.72123708943,470.100797959543
162,35221.2710,N,202000419,140000,2020/01/06 08:00:00+00,{60ABEA80-530F-4E9F-9556-92E68BBCB198},11,6449.40773519866,357.993232495239
163,35043.1251,N,202000413,187000,2020/01/08 08:00:00+00,{636D3875-C895-40CA-984C-C9DE8E3F8591},11,6005.95827608199,340.003591956352
164,55204.2204,Y,202000421,70000,2020/01/08 08:00:00+00,{677A6DA2-B89F-4884-AEE7-11AFB62281B6},91,10106.4000493157,436.732864100948
165,25241.1710,N,202000395,500000,2020/01/10 08:00:00+00,{6D266725-5EAC-4989-8FF0-9523EEB0BB94},13,4999.09447618862,299.966809474397
166,35082.0933,Y,202000380,680000,2020/01/09 08:00:00+00,{6FFFD005-EBFA-47F7-9B0C-3CA5E249F48D},91,7423.96893669562,396.83977152636
167,37294.1103,N,202000351,465000,2020/01/06 08:00:00+00,{706A68F4-C8FA-44B5-B4AA-4FE1DBF8F602},11,13016.5161778861,466.005065653832
168,45232.0909,N,202000381,268000,2020/01/08 08:00:00+00,{71CB4B28-9C44-4A0A-9D40-3B9DE33B0C92},11,12562.5558735481,467.500861201882
169,36191.1613,N,202000417,290000,2020/01/01 08:00:00+00,{763301FD-15D9-4DEB-BC0F-C22A41B0C145},12,10994.1316217935,421.58391172076
170,36184.2810,Y,202000393,225000,2020/01/10 08:00:00+00,{76E8915E-AA3F-49B8-9249-828CBDECF7D6},91,9976.25197692489,401.554920392572
171,45172.1326,N,202000392,210000,2020/01/08 08:00:00+00,{7B1A2B6F-AAC4-407D-9EB0-85A0C36179E4},11,11060.7148115018,424.356372795503
172,55073.0928,N,202000350,325000,2020/01/09 08:00:00+00,{7C7DBC5C-914B-44FD-B8CE-B7EEBB200318},18,96363.8749111425,1572.80918158892
173,55074.3405,N,202000394,349990,2020/01/07 08:00:00+00,{7FE0D822-0147-47E8-A27E-9ADD227E6404},11,7147.66075716552,349.928601854534
174,55022.0269,N,202000367,225000,2020/01/10 08:00:00+00,{857F968A-F437-44B0-9712-1E7AD7AF4118},11,95850.3865827635,1578.09772732225
175,45022.4303,N,202000364,244835,2020/01/08 08:00:00+00,{85BE26E2-D8DE-44B9-A503-9419D6DECAF5},12,32685.349545507,844.899125948284
176,34071.3017,Y,202000399,422110,2020/01/07 08:00:00+00,{85D4157B-FABC-44C3-9FD9-98A497AFFFBE},11,7416.22417105671,365.744428184752
177,56323.0813,N,202000388,415000,2020/01/06 08:00:00+00,{85FA8AC3-8EA1-4636-9715-0EF7A6B8E32C},11,15462.7324430219,592.675529881469
178,15173.9004,Y,202000359,700000,2020/01/08 08:00:00+00,{86D7BF02-0036-495C-BC84-E70A9CC46E48},88,1761796.19533135,5309.37076815107
179,36081.3706,N,202000400,347000,2020/01/02 08:00:00+00,{888E3C05-EC04-4250-87FD-DD21567B3361},11,9655.29979974198,401.062272731418
180,36203.2402,N,202000384,249001,2020/01/09 08:00:00+00,{8A908CFB-5655-4821-9BFA-5652DDD1FDCC},11,7334.60665402124,359.647983256588
