OBJECTID,Parcel,vacant_land_flag,excise_nbr,gross_sale_price,document_date,prop_use_code,ShapeSTArea,ShapeSTLength
66,15231.4702,Y,202100391,1252500,2021/01/05 08:00:00+00,91,6792.54810083669,353.996084499285
67,15231.4703,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7697.12650189502,368.816554515313
68,15231.4704,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7229.21630769298,360.872593788935
69,15231.4705,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7218.75463703824,360.525749793744
70,15231.4706,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7208.30728943124,360.177564379908
71,15231.4707,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7197.87650946124,359.830063970612
72,15231.4708,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7067.83567957988,357.466573664334
73,15231.4709,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7148.23847276356,358.650368312869
74,15231.4801,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7459.43550576755,366.543221713328
75,15231.4802,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7286.09405446503,362.835245198568
76,15231.4803,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7253.6111339501,361.74976092171
77,15231.4804,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7221.1170351051,360.664960374138
78,15231.4805,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7188.64228791757,359.581210939424
79,15231.4806,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7156.15988229223,358.497722724566
80,15231.4807,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7123.75268945918,357.416280199108
81,15231.4808,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7091.28637861415,356.334473017081
82,15231.4809,Y,202100391,1252500,2021/01/05 08:00:00+00,91,7211.44164337953,359.140458046118
83,17354.0101,N,202100435,1020000,2021/01/05 08:00:00+00,11,222895.187151836,2282.90138022501
84,25132.0601,N,202100431,180000,2021/01/05 08:00:00+00,11,4644.82469891709,317.415241113582
85,26251.0208,N,202100400,345305,2021/01/05 08:00:00+00,11,18380.7859019033,578.085857445607
86,26274.4506,N,202100354,380000,2021/01/06 08:00:00+00,11,16881.7283216529,576.896706912175
87,28031.1302,N,202100443,75000,2021/01/06 08:00:00+00,91,18204.4603021159,564.349684053343
88,33202.9052,N,202100414,565000,2021/01/05 08:00:00+00,11,469106.369516388,2950.25766751465
89,34033.1530,N,202100398,379000,2021/01/06 08:00:00+00,11,10400.1437937715,420.004636145333
90,34042.1103,N,202100415,553000,2021/01/06 08:00:00+00,11,13127.9723885912,461.863683551966
91,34071.3103,Y,202100446,524699,2021/01/08 08:00:00+00,91,7807.42194806931,370.234652330268
92,35063.0918,N,202100432,290000,2021/01/05 08:00:00+00,11,5997.51677214385,339.902810315657
93,35102.1002,N,202100381,229000,2021/01/07 08:00:00+00,11,7100.19698943699,384.010829314271
94,35193.2713,N,202100436,170000,2021/01/06 08:00:00+00,11,6496.1479500045,363.955057415851
95,35224.1507,N,202100442,200000,2021/01/03 08:00:00+00,11,5982.72883878228,339.41395242752
96,35241.0818,N,202100379,180000,2021/01/06 08:00:00+00,11,7603.62916127897,373.462776423731
97,35294.0249,N,202100371,779000,2021/01/07 08:00:00+00,11,16742.5088834708,578.596326942499
98,35304.0207,N,202100349,330000,2021/01/06 08:00:00+00,11,7885.3106321267,415.450290858915
99,35324.1019,N,202100341,299900,2021/01/05 08:00:00+00,11,6256.68189656604,350.220123309581
100,35334.1109,N,202100394,528700,2021/01/06 08:00:00+00,11,28320.7134328644,673.097599833293
101,36204.0914,N,202100408,270000,2021/01/04 08:00:00+00,11,7981.09923278697,407.782188913377
102,36282.1403,N,202100397,340000,2021/01/07 08:00:00+00,11,7208.23796791884,354.832892810296
103,36283.0406,N,202100430,600000,2021/01/07 08:00:00+00,11,43834.7089266967,992.818987161559
104,36283.0408,N,202100430,600000,2021/01/07 08:00:00+00,11,22963.9822927682,629.866239143417
105,36314.1117,N,202100375,175000,2021/01/05 08:00:00+00,11,6403.52871535445,356.136947272018
106,36331.1226,N,202100368,250000,2021/01/07 08:00:00+00,11,6240.85513601476,349.853726423733
107,37303.0203,Y,202100410,140000,2021/01/05 08:00:00+00,91,130780.008886443,1525.9997896626
108,38273.0701,Y,202100417,77000,2021/01/06 08:00:00+00,91,17996.2836296003,613.860739176312
109,39043.0145,N,202100374,29900,2021/01/05 08:00:00+00,91,16490.8479250194,517.378687724571
110,45064.1858,N,202100344,945000,2021/01/04 08:00:00+00,11,38028.8420913616,1170.94637275644
111,45093.2105,N,202100401,180000,2021/01/07 08:00:00+00,11,6749.78326103148,389.999437785809
112,45093.2106,N,202100403,180000,2021/01/07 08:00:00+00,11,6750.17948770777,390.004687927436
113,45202.0739,Y,202100392,50000,2021/01/07 08:00:00+00,91,8388.88916264124,366.427168223961
114,45212.0214,N,202100369,485000,2021/01/07 08:00:00+00,58,28750.0179723039,730.000378369924
115,45263.3102,N,202100385,430000,2021/01/06 08:00:00+00,11,10624.9539896763,419.999502538066
116,45332.0304,N,202100393,370000,2021/01/04 08:00:00+00,11,17145.984472893,524.165930859653
117,45333.0206,N,202100429,342000,2021/01/05 08:00:00+00,11,16867.8371367912,524.205467812489
118,46311.2917,N,202100447,950000,2021/01/07 08:00:00+00,11,13281.0175550506,463.011405367199
119,55073.3407,N,202100434,414879,2021/01/05 08:00:00+00,11,7501.79569191854,400.903968895471
120,55173.2203,N,202100348,174000,2021/01/06 08:00:00+00,18,8116.28933191144,369.012308336054
121,55304.2003,Y,202100411,550754,2021/01/05 08:00:00+00,11,13455.0103537466,467.316566777687
122,56044.9017,N,202100387,150000,2021/01/06 08:00:00+00,11,39453.3623824021,951.891900809392
123,56044.9030,Y,202100387,150000,2021/01/06 08:00:00+00,91,9988.82724165104,499.999961968296
124,56044.9036,Y,202100387,150000,2021/01/06 08:00:00+00,91,11455.0196476093,581.171400525787
125,56104.0305,N,202100405,237000,2021/01/06 08:00:00+00,18,11710.6871755024,433.516874077195
126,56341.0201,N,202100347,293000,2021/01/04 08:00:00+00,11,47831.2246465989,918.691299982477
127,24163.9027,N,202100516,240000,2021/01/06 08:00:00+00,18,478911.712976507,2864.37428483082
128,24181.1606,N,202100521,535000,2021/01/07 08:00:00+00,11,15466.9763419611,534.734687403779
129,25011.0102,N,202100525,170000,2021/01/06 08:00:00+00,11,5753.82119157418,330.070970580465
130,25022.1105,N,202100463,150000,2021/01/08 08:00:00+00,11,7395.19502545189,360.213468705258
131,25121.6008,N,202100494,198000,2021/01/06 08:00:00+00,12,5995.95782928605,339.838001502475
132,26131.9114,N,202100439,256000,2021/01/04 08:00:00+00,11,5501.95495643092,291.000251199007
133,26233.1103,Y,202100460,619900,2021/01/06 08:00:00+00,11,14556.3044177999,497.612864189457
134,26351.3114,N,202100493,215000,2021/01/08 08:00:00+00,11,6775.44869073524,337.323375424141
135,26362.1013,N,202100480,235000,2021/01/04 08:00:00+00,11,10479.9838370616,485.638434590787
136,29171.9016,N,202100492,375000,2021/01/06 08:00:00+00,11,425164.904193314,2609.80000244801
137,34282.4611,Y,202100404,113050,2021/01/07 08:00:00+00,91,99926.4753665783,1349.92711293065
138,35042.4317,N,202100485,250000,2021/01/06 08:00:00+00,11,4072.39681832028,283.858211237346
139,35042.4429,N,202100466,221000,2021/01/07 08:00:00+00,11,4082.91316737608,284.065568455446
140,35064.3109,N,202100486,250000,2021/01/07 08:00:00+00,11,4468.5388550433,278.743181593414
141,35074.4204,N,202100503,145000,2021/01/03 08:00:00+00,11,5942.19126303988,337.606877942519
142,35082.0514,N,202100479,343000,2021/01/08 08:00:00+00,12,5798.02373945363,321.128771603802
143,35094.2917,N,202100523,245000,2021/01/07 08:00:00+00,11,6997.53677664845,379.90167613461
144,35312.0225,N,202100518,471000,2021/01/08 08:00:00+00,11,8128.70045820893,385.437373587308
145,36173.0602,N,202100487,265000,2021/01/05 08:00:00+00,11,7349.90061675443,364.998350769197
146,36191.1011,N,202100457,377000,2021/01/04 08:00:00+00,11,10802.582481014,420.044986189054
147,36314.0401,N,202100473,250000,2021/01/06 08:00:00+00,11,7691.49876529288,376.426171624052
148,36341.1402,N,202100444,150000,2021/01/06 08:00:00+00,66,12897.3396505365,457.438009385627
149,36341.2524,N,202100481,162000,2021/01/08 08:00:00+00,11,13216.2618655067,464.263783122177
150,38324.9073,N,202100504,707000,2021/01/04 08:00:00+00,11,427687.605739039,3263.99619596478
151,44113.9058,Y,202100498,285000,2021/01/06 08:00:00+00,91,856992.114641821,3934.7844187282
152,45031.1605,N,202100530,192000,2021/01/11 08:00:00+00,18,11725.6654088723,475.039517030339
153,45221.9036,N,202100464,272000,2021/01/05 08:00:00+00,11,7649.98482438343,349.999654763524
154,45223.2219,N,202100501,295000,2021/01/04 08:00:00+00,11,12060.0700400964,448.003445153162
155,45233.4805,Y,202100506,339995,2021/01/04 08:00:00+00,91,5817.10118913199,334.183433866579
156,45262.2007,N,202100468,305000,2021/01/06 08:00:00+00,11,13000.9975331995,450.706923368481
157,45364.9086,N,202100499,865000,2021/01/07 08:00:00+00,11,316094.188131449,3951.00043982906
158,56351.0130,N,202100526,425000,2021/01/08 08:00:00+00,11,99785.2763271975,1583.65554003868
159,17273.0106,N,202100552,320000,2021/01/11 08:00:00+00,11,89462.5834164996,1255.74172320194
160,26154.2303,N,202100536,242000,2021/01/11 08:00:00+00,11,16719.2004080618,527.602580833737
161,26364.1612,N,202100540,269000,2021/01/07 08:00:00+00,11,6017.44550100159,334.651055378846
162,35094.1605,N,202100553,200000,2021/01/08 08:00:00+00,11,7459.175051877,389.824127220253
163,35192.3911,N,202100555,827000,2021/01/07 08:00:00+00,13,19234.1496847643,549.513201528958
164,36052.0501,Y,202100541,490377,2021/01/11 08:00:00+00,11,11549.9804684963,442.24474391708
165,36191.1045,N,202100550,146559,2021/01/08 08:00:00+00,11,11911.6315926215,431.510787487302
166,36322.2409,N,202100538,209000,2021/01/06 08:00:00+00,11,6029.2517973577,328.553934999152
167,38311.9042,Y,202100554,206420,2021/01/08 08:00:00+00,91,389507.944562117,3857.30836824082
168,45124.1204,N,202100544,575000,2021/01/07 08:00:00+00,12,16053.2456259324,520.479137047767
169,45182.0502,N,202100542,278112,2021/01/05 08:00:00+00,11,10091.5499848666,438.829292337137
170,45202.1524,N,202100548,115000,2021/01/09 08:00:00+00,18,9804.22733722138,431.677249110203
171,45233.1909,N,202100545,460000,2021/01/05 08:00:00+00,11,41918.1625679238,972.538085593961
172,45272.1540,N,202100534,270000,2021/01/08 08:00:00+00,11,13544.1659851833,475.576618573647
173,53332.0822,N,202100562,16000,2021/01/11 08:00:00+00,11,8610.50527944979,372.603199957493
174,55303.0112,N,202100551,501500,2021/01/08 08:00:00+00,11,15021.5121970891,513.811436512481
175,14154.0148,N,202100569,280000,2021/01/06 08:00:00+00,11,800297.401313475,3747.70120804496
176,14172.0408,N,202100577,318000,2021/01/08 08:00:00+00,11,12602.2162217099,460.033270110734
177,24043.9019,N,202100471,445000,2021/01/06 08:00:00+00,11,86512.5629224638,1248.0010764839
178,25193.2112,Y,202100604,289900,2021/01/11 08:00:00+00,11,7609.47743569177,371.500221858168
179,25244.3405,N,202100578,270000,2021/01/06 08:00:00+00,11,5630.95106612048,384.036125428473
180,26362.1308,N,202100594,210000,2021/01/08 08:00:00+00,11,5946.94247709473,338.43089428401
181,35053.0606,N,202100583,135000,2021/01/12 08:00:00+00,11,5078.68897467465,303.129889018615
182,35063.4028,N,202100584,260000,2021/01/08 08:00:00+00,12,8800.01794716848,560.002919758709
183,35162.2302,N,202100588,209400,2021/01/12 08:00:00+00,11,7100.273049238,384.015925067116
184,35163.2907,N,202100608,6000,2021/01/13 08:00:00+00,64,6390.24582182481,374.015799359817
185,35163.2908,Y,202100608,6000,2021/01/13 08:00:00+00,91,6379.17171327341,373.859838538899
186,35172.0303,N,202100587,654500,2021/01/12 08:00:00+00,13,7094.5884719353,383.783288004779
187,35271.3427,N,202100592,379000,2021/01/06 08:00:00+00,11,6649.92580010617,365.783057508568
188,36322.1403,N,202100581,290000,2021/01/11 08:00:00+00,11,3722.7240361169,309.07024036658
189,36322.1404,Y,202100581,290000,2021/01/11 08:00:00+00,91,3722.06918944395,309.028500036914
190,37291.4404,N,202100589,395000,2021/01/11 08:00:00+00,11,5258.82188141506,310.359573581213
191,44121.9081,Y,202100593,220000,2021/01/13 08:00:00+00,91,416784.856924159,2583.07888684065
192,45072.0309,N,202100607,300000,2021/01/08 08:00:00+00,11,8148.04728217145,378.707271391368
193,45263.3506,N,202100590,397000,2021/01/12 08:00:00+00,11,12466.548415263,469.825475233631
194,45283.4028,N,202100591,255000,2021/01/12 08:00:00+00,11,4979.36487322603,300.604540930123
195,49321.9059,Y,202100565,50000,2021/01/06 08:00:00+00,91,435352.710190255,3101.79684761843
196,06131.9039,N,202100676,475000,2021/01/11 08:00:00+00,18,1785069.62141634,5344.79630209062
197,13122.2215,Y,202100654,330000,2021/01/11 08:00:00+00,91,7499.98333000334,399.999820415467
198,13133.0602,N,202100661,345000,2021/01/13 08:00:00+00,12,12397.8519926648,459.366304858495
199,14174.2325,N,202100647,450000,2021/01/13 08:00:00+00,11,12416.9146960602,460.661202215285
200,15231.4306,Y,202100670,275034,2021/01/13 08:00:00+00,91,7401.73474008077,358.048960022005
201,16203.9053,N,202100690,385000,2021/01/13 08:00:00+00,11,1083958.20551697,4671.65820691144
202,25021.1327,N,202100678,208101,2021/01/06 08:00:00+00,11,6350.49899260855,354.02751983471
203,25121.0112,N,202100685,195000,2021/01/14 08:00:00+00,11,6000.2843942961,340.016524124879
204,25231.4911,N,202100689,250000,2021/01/07 08:00:00+00,11,8984.37069178344,389.750692301405
205,26123.2401,Y,202100657,120000,2021/01/12 08:00:00+00,91,32508.6162021896,745.601366626885
206,26353.1024,N,202100633,130000,2021/01/13 08:00:00+00,11,12937.3933391511,494.997020861581
207,26353.1708,N,202100667,250000,2021/01/13 08:00:00+00,11,8225.06562849209,428.998803827884
208,29154.9036,Y,202100694,30000,2021/01/11 08:00:00+00,83,205841.566550205,1875.3613262853
209,29263.9007,N,202100666,590000,2021/01/07 08:00:00+00,83,866864.633311458,3927.68827765646
210,33055.9059,N,202100686,460000,2021/01/08 08:00:00+00,11,791297.971171875,3953.9650081089
211,33062.9105,N,202100668,450000,2021/01/08 08:00:00+00,11,422269.807584164,2600.02641618923
212,35034.0907,N,202100639,290000,2021/01/11 08:00:00+00,11,6350.38038517737,354.021375305164
213,35051.2205,N,202100632,210000,2021/01/07 08:00:00+00,11,5194.18900399184,307.822769881213
