OBJECTID,Parcel,vacant_land_flag,excise_nbr,gross_sale_price,document_date,prop_use_code,ShapeSTArea,ShapeSTLength
69,45252.4202,N,202300289,599900,2023/01/03 08:00:00+00,11,10000.0471882267,410.001211250263
70,45272.3205,N,202300271,475000,2023/01/06 08:00:00+00,11,18969.8801691065,584.117195455172
71,45283.4311,N,202300256,375000,2023/01/06 08:00:00+00,11,12999.7108752832,459.996863781827
72,55012.1203,N,202300274,425000,2023/01/07 08:00:00+00,11,18356.5184314644,541.180407864885
73,55183.0203,N,202300277,450000,2023/01/03 08:00:00+00,11,23246.2199528786,650.857925084556
74,56101.0127,N,202300298,1215000,2023/01/06 08:00:00+00,11,15762.1325414357,648.49460988026
75,56362.0409,N,202300263,379999,2023/01/03 08:00:00+00,11,12501.2450729963,450.024917139273
76,16104.9013,Y,202300299,115000,2023/01/05 08:00:00+00,91,434858.804137687,3288.14645634522
77,26154.3818,N,202300300,469900,2023/01/09 08:00:00+00,11,10654.713338897,416.876245041418
78,26223.1711,N,202300313,649900,2023/01/10 08:00:00+00,11,37641.2806182708,959.528762532196
79,34281.4502,Y,202300311,205000,2023/01/09 08:00:00+00,91,80234.61963753,1158.93094944306
80,35104.0413,N,202300303,355000,2023/01/05 08:00:00+00,11,6907.00684245174,345.310128211528
81,35274.3226,Y,202300309,622545,2023/01/04 08:00:00+00,91,8203.95734838755,428.133929732318
82,36282.0411,N,202300307,350000,2023/01/06 08:00:00+00,11,8168.95080171155,361.742070019052
83,36344.1420,N,202300312,185000,2023/01/06 08:00:00+00,11,21721.3600295455,624.305664023279
84,45211.1031,N,202300314,675000,2023/01/10 08:00:00+00,91,6036.73895636426,320.29556577433
85,55114.5503,Y,202300308,647470,2023/01/03 08:00:00+00,11,8399.78393472144,379.99985752319
86,25124.3406,N,202300335,247000,2023/01/09 08:00:00+00,11,3000.01401886274,290.000839780995
87,25131.5903,N,202300319,345000,2023/01/05 08:00:00+00,12,2969.94759076828,218.798398757952
88,25233.0502,N,202300336,649000,2023/01/05 08:00:00+00,11,18536.8220402783,583.90949666099
89,35064.5114,N,202300332,325000,2023/01/10 08:00:00+00,12,5392.68072921245,321.179896249452
90,35271.1915,N,202300346,509000,2023/01/12 08:00:00+00,11,10149.5571286993,420.863297713762
91,35293.2908,N,202300352,500000,2023/01/11 08:00:00+00,11,6019.44762661539,340.943805350498
92,36282.0113,N,202300366,380000,2023/01/06 08:00:00+00,11,7825.35266612447,375.208747354634
93,36314.2019,N,202300345,265000,2023/01/09 08:00:00+00,11,6763.47754499702,370.621982226359
94,36333.4103,N,202300367,250000,2023/01/05 08:00:00+00,11,5153.19292716471,306.100391464621
95,45253.7005,Y,202300362,375000,2023/01/11 08:00:00+00,11,7984.18573171118,382.437725963102
96,45253.7007,Y,202300362,375000,2023/01/11 08:00:00+00,11,18139.0465121434,556.295529499507
97,45253.7008,Y,202300362,375000,2023/01/11 08:00:00+00,11,17048.0506232958,567.251913055008
98,45254.5004,Y,202300337,156000,2023/01/04 08:00:00+00,91,21928.0914565349,648.252804103192
99,46314.3105,N,202300338,415000,2023/01/06 08:00:00+00,11,7278.9588502945,358.660314874352
100,55142.4911,N,202300347,471750,2023/01/06 08:00:00+00,11,7950.28938183214,371.399265545443
101,55163.0117,N,202300344,485000,2023/01/10 08:00:00+00,11,7925.25291788954,384.688659948976
102,13075.9012,Y,202300369,1250000,2023/01/09 08:00:00+00,83,11452389.7073766,14524.7881706229
103,13131.2312,N,202300413,235000,2023/01/12 08:00:00+00,53,2640.00954669951,236.000257848017
104,14181.5001,N,202300408,460000,2023/01/09 08:00:00+00,65,8184.1047474661,380.001738552146
105,24074.0904,N,202300402,515000,2023/01/11 08:00:00+00,11,9117.82003389811,395.405179840232
106,25124.6009,N,202300378,90000,2023/01/11 08:00:00+00,11,5999.99160268029,340.000076715421
107,25132.0717,N,202300374,258000,2023/01/04 08:00:00+00,11,4199.96352582004,290.000655002996
108,26152.2803,N,202300394,530000,2023/01/11 08:00:00+00,11,12100.1317670058,475.449396819906
109,26364.1805,N,202300375,275000,2023/01/10 08:00:00+00,11,6349.83871470342,353.997643349458
110,28022.0615,N,202300390,162277,2023/01/12 08:00:00+00,11,5233.82010785621,289.408143751102
111,34032.0474,N,202300405,275000,2023/01/12 08:00:00+00,11,16783.1333766349,565.614945515837
112,34284.2207,Y,202300403,50000,2023/01/11 08:00:00+00,91,6805.52704890826,352.48297785684
113,34284.2208,Y,202300403,50000,2023/01/11 08:00:00+00,91,4589.9239732448,294.309792377929
114,35274.2213,N,202300391,340000,2023/01/03 08:00:00+00,11,6500.19086940302,359.994429500212
115,35324.2203,N,202300381,644500,2023/01/11 08:00:00+00,11,8520.37033316969,404.017144756432
116,35354.1811,N,202300383,836900,2023/01/04 08:00:00+00,11,8906.27707720015,379.218773560253
117,36311.1307,N,202300401,220000,2023/01/12 08:00:00+00,11,7655.69913896866,375.622924790783
118,36313.0617,N,202300395,340000,2023/01/10 08:00:00+00,11,5815.02491263524,332.589986918758
119,36313.1703,N,202300412,270000,2023/01/06 08:00:00+00,11,6195.77079296141,347.93438947529
120,36314.1827,N,202300398,329497,2023/01/09 08:00:00+00,11,6415.89766440644,356.657494391826
121,36343.2209,N,202300370,175000,2023/01/11 08:00:00+00,11,6347.39340870168,353.897700044434
122,39193.9036,Y,202300406,160000,2023/01/10 08:00:00+00,91,399048.151435191,3261.82550814764
123,44032.1902,N,202300387,485000,2023/01/06 08:00:00+00,11,7978.83803105764,363.716943469261
124,44042.0701,N,202300396,535000,2023/01/12 08:00:00+00,11,28798.8055044439,719.984107505898
125,45043.0303,N,202300386,430000,2023/01/12 08:00:00+00,11,34767.8538412626,852.138172118537
126,45163.0176,N,202300393,420000,2023/01/08 08:00:00+00,12,15995.0560015028,597.014421129801
127,45173.2609,N,202300371,326500,2023/01/12 08:00:00+00,11,7757.20211072447,358.459861831922
128,46353.5809,N,202300404,460000,2023/01/10 08:00:00+00,11,8734.16588744578,389.548356365053
129,52192.0212,N,202300384,234000,2023/01/04 08:00:00+00,11,6601.24951721761,341.733061981771
130,55153.1501,N,202300397,625000,2023/01/09 08:00:00+00,11,28603.5576758119,697.365368380081
131,13124.1205,N,202300444,285000,2023/01/13 08:00:00+00,11,13231.5571912684,464.631483991602
132,16155.9034,N,202300441,999999,2023/01/13 08:00:00+00,11,3776262.22977974,8354.95594796035
133,25012.1809,N,202300452,431100,2023/01/17 08:00:00+00,11,8203.39042744154,372.296262104267
134,25124.2512,N,202300420,385000,2023/01/09 08:00:00+00,11,5999.99160268029,340.000076715421
135,25261.2324,N,202300431,555000,2023/01/13 08:00:00+00,11,7436.05896536621,446.365688951226
136,25352.3401,Y,202300424,115000,2023/01/10 08:00:00+00,91,97872.0185414672,1252.61088270669
137,26222.4421,Y,202300423,428380,2023/01/10 08:00:00+00,11,5447.19624335829,317.890830029304
138,26232.1716,N,202300440,505000,2023/01/03 08:00:00+00,11,10509.755465164,420.376964216838
139,26351.2701,N,202300439,403000,2023/01/12 08:00:00+00,11,10296.0799269326,401.609194422317
140,35032.3508,N,202300450,245000,2023/01/10 08:00:00+00,64,6250.14811072912,350.007898202027
141,35163.0310,N,202300435,1500000,2023/01/17 08:00:00+00,61,56802.4128129645,1084.04656101607
142,35182.1803,N,202300443,225000,2023/01/09 08:00:00+00,11,7142.97915449402,385.76774972969
143,35224.4315,N,202300427,420000,2023/01/13 08:00:00+00,11,6761.78397215327,370.472470972073
144,35353.2604,N,202300451,518500,2023/01/13 08:00:00+00,11,13008.7741176914,468.254076452565
145,36061.0204,N,202300436,500000,2023/01/13 08:00:00+00,11,24976.6068549138,637.828401888434
146,36303.1526,N,202300429,330000,2023/01/10 08:00:00+00,11,8857.6716678122,388.64208865441
147,36323.2510,N,202300448,1300000,2023/01/12 08:00:00+00,57,16462.4415921499,505.367038408942
148,37321.0119,N,202300421,499900,2023/01/11 08:00:00+00,11,11414.8471025414,427.003575189893
149,37342.0501,N,202300453,377500,2023/01/12 08:00:00+00,11,12439.0220711752,439.60574060418
150,45031.1803,N,202300449,298700,2023/01/04 08:00:00+00,11,9755.65205180791,430.199787876336
151,45171.1401,N,202300426,359011,2023/01/10 08:00:00+00,11,10227.2718349154,412.419186048756
152,45181.1025,N,202300428,360000,2023/01/12 08:00:00+00,11,20114.1430879163,751.990034419733
153,45254.9013,N,202300457,2700000,2023/01/12 08:00:00+00,91,764026.232208545,3946.59158661941
154,45254.9112,Y,202300457,2700000,2023/01/12 08:00:00+00,91,78530.3726779665,4106.67187452761
155,45274.0610,N,202300446,444000,2023/01/11 08:00:00+00,11,11174.9884354263,423.769180734744
156,45274.0624,N,202300437,399900,2023/01/13 08:00:00+00,11,9279.89779991901,411.728490614317
157,04326.9022,N,202300471,520000,2023/01/11 08:00:00+00,11,1768183.72253401,5421.54745047865
158,25131.1201,N,202300483,305000,2023/01/13 08:00:00+00,11,5999.90078039666,339.996309000419
159,25131.3702,N,202300388,260000,2023/01/12 08:00:00+00,11,5999.90156658953,339.996339806167
160,26361.0305,N,202300482,249950,2023/01/10 08:00:00+00,11,7013.39838748072,373.82979362917
161,28034.1003,N,202300510,500000,2023/01/09 08:00:00+00,51,22412.0340345766,598.825996686701
162,28244.9029,N,202300503,329900,2023/01/09 08:00:00+00,18,33615.7118472682,1255.51039930847
163,35042.3203,N,202300476,238147,2023/01/10 08:00:00+00,11,6313.15994450729,353.383809426676
164,35053.2701,N,202300495,160000,2023/01/17 08:00:00+00,11,10922.5631532675,418.434397590244
165,35162.1505,N,202300511,175000,2023/01/17 08:00:00+00,11,7100.25131085439,384.015617318138
166,35204.1909,N,202300460,350000,2023/01/13 08:00:00+00,11,6801.97136452311,372.010573314101
167,35274.3132,N,202300490,370000,2023/01/17 08:00:00+00,11,7000.76640573085,340.021630115581
168,35282.0438,N,202300463,146266,2023/01/11 08:00:00+00,11,7462.8065159335,399.152146954514
169,35312.1512,N,202300491,775000,2023/01/17 08:00:00+00,11,17478.9720848418,578.329702079652
170,36102.1701,Y,202300473,399995,2023/01/10 08:00:00+00,91,7101.83046497212,335.358407623722
171,36292.5614,N,202300496,399900,2023/01/04 08:00:00+00,11,9117.47770475812,400.181715438161
172,36334.1509,N,202300472,239000,2023/01/05 08:00:00+00,11,6493.49830656595,359.779284398418
173,45173.1102,N,202300474,320000,2023/01/17 08:00:00+00,11,8799.77027789994,380.000880872485
174,45341.9152,N,202300506,3228000,2023/01/18 08:00:00+00,53,25799.8590577863,643.99836985724
175,45342.2201,N,202300475,504000,2023/01/11 08:00:00+00,11,7841.38822546648,374.436164994588
176,47224.9072,Y,202300480,199900,2023/01/18 08:00:00+00,91,443165.283090767,2662.94217806912
177,48253.9051,N,202300492,550000,2023/01/04 08:00:00+00,11,201519.306066795,1944.38653244566
178,07241.9038,Y,202300542,35000,2023/01/14 08:00:00+00,91,219337.121414154,2000.82044380048
179,14204.0525,N,202300551,175000,2023/01/05 08:00:00+00,18,20372.4733516089,570.433481829932
180,25024.0101,N,202300548,349900,2023/01/09 08:00:00+00,11,5519.87726047861,325.998862841061
181,25234.2804,N,202300524,700000,2023/01/17 08:00:00+00,11,7536.65641397126,410.105402814509
182,25241.4413,N,202300563,330000,2023/01/19 08:00:00+00,12,4151.88575136119,269.793618554241
183,26363.2008,N,202300568,365000,2023/01/17 08:00:00+00,11,7799.99975513769,379.999740350497
184,26363.2811,N,202300527,295000,2023/01/09 08:00:00+00,11,6499.97263021624,329.999753989647
185,35084.1817,N,202300552,285000,2023/01/11 08:00:00+00,12,7100.00588375323,384.000231543577
186,35213.2515,N,202300537,395000,2023/01/14 08:00:00+00,11,13583.4196234693,471.973288075056
187,35232.1001,N,202300520,475000,2023/01/18 08:00:00+00,91,20247.1670221874,569.978185793119
188,35232.1002,N,202300520,475000,2023/01/18 08:00:00+00,11,6749.08864305266,369.990474791235
189,35292.0423,N,202300539,467500,2023/01/17 08:00:00+00,11,9988.22597261226,499.425019606013
190,35334.0505,N,202300525,410000,2023/01/11 08:00:00+00,11,11635.6063571678,443.381736019141
191,36044.0138,N,202300533,300000,2023/01/17 08:00:00+00,11,22866.9731494709,688.401579407362
192,36313.1909,N,202300553,340000,2023/01/18 08:00:00+00,11,6195.53133824587,347.930646259545
193,36313.2303,N,202300523,341000,2023/01/17 08:00:00+00,11,6200.61676343958,348.047293426444
194,36331.1701,N,202300560,259000,2023/01/16 08:00:00+00,11,6248.21193167093,349.971703587915
195,36333.2207,N,202300536,265000,2023/01/11 08:00:00+00,11,5992.57517772845,339.924264321681
196,37223.0202,N,202300566,462000,2023/01/18 08:00:00+00,11,22495.1603571292,599.987346489878
197,44032.2610,Y,202300538,552995,2023/01/10 08:00:00+00,11,7553.560090518,373.275161020102
198,45184.0816,N,202300544,333000,2023/01/18 08:00:00+00,65,23426.8354840912,605.911265276279
199,45253.7002,Y,202300556,110000,2023/01/18 08:00:00+00,91,10721.5766421076,414.959623286358
200,45261.5605,N,202300543,460000,2023/01/18 08:00:00+00,11,16185.0229148651,514.509546872035
201,45281.1526,N,202300526,459900,2023/01/17 08:00:00+00,11,12609.9114978852,453.998260657565
202,56333.0809,N,202300531,110782,2023/01/10 08:00:00+00,11,12212.4911535852,454.739279071079
203,55111.6605,Y,202300606,1297432,2023/01/18 08:00:00+00,91,3782.51582253829,267.089493094968
204,13132.5716,N,202300575,300000,2023/01/18 08:00:00+00,53,9400.01686531408,388.000321388983
205,14213.0628,N,202300604,430000,2023/01/20 08:00:00+00,11,20247.3820403945,569.965459923524
206,26151.5201,Y,202300611,380760,2023/01/18 08:00:00+00,11,6277.97741570408,329.666437036184
207,26151.5231,Y,202300611,380760,2023/01/18 08:00:00+00,11,4366.76511379085,298.345049974079
208,26151.5305,Y,202300611,380760,2023/01/18 08:00:00+00,11,4602.79930332395,310.147219693429
209,26354.1312,N,202300571,405000,2023/01/18 08:00:00+00,11,7574.3935698961,383.82663868101
210,35052.1809,N,202300579,309000,2023/01/16 08:00:00+00,11,5441.65746823621,317.695257467301
211,35053.0705,N,202300595,330000,2023/01/18 08:00:00+00,11,7612.76752966886,353.050228280829
212,35071.0517,N,202300580,415000,2023/01/09 08:00:00+00,11,5979.32995961824,339.346190446333
213,35084.2909,N,202300573,338000,2023/01/19 08:00:00+00,11,6714.73313403986,368.592780340401
214,35133.0605,N,202300608,1840000,2023/01/16 08:00:00+00,64,86493.2170967962,1337.50499642756
215,36172.2915,N,202300577,372000,2023/01/10 08:00:00+00,11,40236.1734080374,859.123079681763
216,36183.0160,N,202300614,275000,2023/01/18 08:00:00+00,11,15864.7088507931,507.167077123981
217,36343.2801,N,202300613,400000,2023/01/05 08:00:00+00,12,6347.3133391448,353.895023095723
218,45124.0504,N,202300596,430000,2023/01/20 08:00:00+00,11,10037.7964239017,446.016862752445
219,45182.0409,N,202300602,171000,2023/01/18 08:00:00+00,11,9888.46521776959,402.008395235188
220,45222.4504,Y,202300616,240000,2023/01/12 08:00:00+00,91,3999.98431776536,260.008563620835
221,45222.4505,Y,202300616,240000,2023/01/12 08:00:00+00,91,3964.46838398314,259.116060640556
222,45222.4506,Y,202300616,240000,2023/01/12 08:00:00+00,91,3147.45216771155,239.146417348329
223,45282.3618,N,202300572,410000,2023/01/17 08:00:00+00,11,13000.0185231349,459.999775676709
224,47201.9012,N,202300600,210000,2023/01/18 08:00:00+00,11,17067.418658643,605.315558442258
225,47201.9013,N,202300600,210000,2023/01/18 08:00:00+00,11,5721.44119919541,305.390397988865
226,55111.6018,Y,202300606,1297432,2023/01/18 08:00:00+00,91,4154.52655309,260.790900775205
227,55111.6019,Y,202300606,1297432,2023/01/18 08:00:00+00,91,3576.02547706148,239.967149748575
228,55111.6210,Y,202300606,1297432,2023/01/18 08:00:00+00,91,1694.39156847397,202.418086024006
229,55111.6211,Y,202300606,1297432,2023/01/18 08:00:00+00,91,1694.35775981242,202.414346762778
230,55111.6212,Y,202300606,1297432,2023/01/18 08:00:00+00,91,1694.31799808639,202.410698136157
231,55111.6213,Y,202300606,1297432,2023/01/18 08:00:00+00,91,1694.27725173559,202.406913343676
232,55111.6214,Y,202300606,1297432,2023/01/18 08:00:00+00,91,3409.31361146851,244.200601159721
233,55111.6604,Y,202300606,1297432,2023/01/18 08:00:00+00,91,3392.26353884477,257.406610478505
234,55192.1902,Y,202300588,67500,2023/01/17 08:00:00+00,91,11962.1895883768,466.955821728428
235,14074.3602,N,202300638,405000,2023/01/05 08:00:00+00,11,6295.81801365649,322.781760550101
236,14184.0512,N,202300629,305000,2023/01/17 08:00:00+00,11,6199.99631361972,348.00008320866
237,15121.0104,Y,202300632,175000,2023/01/19 08:00:00+00,91,208828.17547389,2866.17217621817
238,24353.9068,Y,202300628,250000,2023/01/19 08:00:00+00,91,433959.652182614,3288.64938396691
239,24353.9143,N,202300627,895000,2023/01/19 08:00:00+00,11,433427.122411362,3286.26187315542
240,24353.9144,Y,202300628,250000,2023/01/19 08:00:00+00,91,424184.74865571,3227.31111989318
241,26123.1610,N,202300635,422000,2023/01/19 08:00:00+00,11,6020.805400004,335.162832210981
242,26222.3113,N,202300601,529995,2023/01/19 08:00:00+00,11,6599.92971294056,339.998220369879
243,26234.9199,N,202300570,700000,2023/01/19 08:00:00+00,11,294305.699999753,2857.71582501092
244,29352.5104,Y,202300617,498340,2023/01/19 08:00:00+00,11,10059.6440539807,411.496275042816
245,32041.2101,N,202300620,220000,2023/01/11 08:00:00+00,18,14000.0056244883,480.000039017665
246,35042.2114,N,202300636,309000,2023/01/06 08:00:00+00,11,6749.19905659746,369.988461477218
247,35054.1610,N,202300591,203500,2023/01/01 08:00:00+00,11,5099.84125515473,304.005407466015
248,35161.0903,N,202300621,265000,2023/01/19 08:00:00+00,11,7100.32229802144,384.017266722018
249,36173.1402,Y,202300626,1140000,2023/01/19 08:00:00+00,91,36226.0865279581,761.395968358404
250,36173.1403,N,202300626,1140000,2023/01/19 08:00:00+00,66,36139.9432183527,752.447723318297
251,36203.3002,N,202300623,452000,2023/01/19 08:00:00+00,11,10726.8439967882,415.817286133181
252,36304.0411,N,202300639,375000,2023/01/19 08:00:00+00,12,11519.9929035983,436.000120464967
253,36323.1020,N,202300631,325000,2023/01/12 08:00:00+00,11,6455.28199294144,358.302317467642
254,36343.0202,N,202300634,450000,2023/01/20 08:00:00+00,64,10759.6371859413,415.19301112656
255,36343.0203,Y,202300634,450000,2023/01/20 08:00:00+00,91,4595.54484131554,283.823489983786
256,36343.0205,N,202300634,450000,2023/01/20 08:00:00+00,51,15599.3823486555,573.087631395225
257,36343.0206,N,202300634,450000,2023/01/20 08:00:00+00,51,16845.4856737078,545.525126865389
258,44042.2620,Y,202300605,99900,2023/01/18 08:00:00+00,91,13353.2491546063,481.052502490687
259,44042.2802,N,202300607,735000,2023/01/06 08:00:00+00,11,12723.9753734845,453.683625617179
260,45012.1402,N,202300618,1250000,2023/01/19 08:00:00+00,51,32934.4179661729,782.359490212128
261,45143.9218,N,202300625,250000,2023/01/17 08:00:00+00,11,18904.0571589628,590.067479044277
262,45214.1301,N,202300630,720000,2023/01/20 08:00:00+00,12,16056.5082552022,511.942501621218
263,45283.3824,N,202300622,515000,2023/01/19 08:00:00+00,11,10399.8796476054,419.999107105957
264,52192.0020,Y,202300619,218000,2023/01/19 08:00:00+00,91,21108.122980489,581.664397236105
265,14083.2411,N,202300662,359000,2023/01/23 08:00:00+00,11,8255.49898320859,377.376046145108
266,25121.0108,N,202300641,265000,2023/01/19 08:00:00+00,11,6000.31246436322,340.016865245353
267,26122.0210,N,202300654,482500,2023/01/17 08:00:00+00,11,8348.64764077375,390.426856057465
268,26252.2802,N,202300644,634900,2023/01/19 08:00:00+00,11,11240.5816948576,429.899243955836
269,26252.4604,N,202300598,599900,2023/01/18 08:00:00+00,11,8830.69229421897,401.716775317341
270,28024.1507,Y,202300670,68000,2023/01/23 08:00:00+00,91,10900.5374288138,418.023951460779
271,28224.9036,N,202300666,485000,2023/01/23 08:00:00+00,11,269328.947188304,2172.52154813358
272,35072.0906,N,202300646,180000,2023/01/21 08:00:00+00,11,5857.83850904608,337.095033317442
273,35072.2004,N,202300655,330000,2023/01/20 08:00:00+00,11,6010.11588777022,340.168510779271
274,35203.1224,N,202300664,475000,2023/01/19 08:00:00+00,11,6618.4459484601,364.858576194994
275,35285.4216,N,202300678,667700,2023/01/19 08:00:00+00,11,5800.03085535779,331.968686808
276,36324.1713,N,202300660,255000,2023/01/23 08:00:00+00,11,5150.92203364922,306.123323692846
277,36332.2110,N,202300640,205000,2023/01/12 08:00:00+00,11,5909.85942271411,335.727878533055
278,36334.3208,N,202300680,120000,2023/01/11 08:00:00+00,11,5836.7245420675,334.273206057993
279,38273.1001,N,202300668,599000,2023/01/20 08:00:00+00,11,18893.6767141734,605.535421374149
280,45171.0131,N,202300649,300000,2023/01/19 08:00:00+00,11,12856.1055187809,493.910305703082
281,46311.2707,N,202300658,660000,2023/01/19 08:00:00+00,11,7428.77853445141,345.613900463223
